lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 3.2904908400000012 0.04765379651862939 10.0 rrtconnect-default-sc10.00
0.1 3.2638760435588403 0.044932186507725756 2.5 rrtconnect-default-sc02.50
0.2 3.0796866471176805 0.047935588612139896 1.6 rrtconnect-default-sc01.60
0.3 2.9392554306765195 0.04278892581100396 1.6 rrtconnect-default-sc01.60
0.4 2.7988242142353603 0.03783809549385379 1.6 rrtconnect-default-sc01.60
0.5 2.4379459777942 0.07224052978956391 1.0 rrtconnect-default-sc01.00
0.6 2.2216041653530394 0.06002225197041601 1.0 rrtconnect-default-sc01.00
0.7 1.9356764249118796 0.14632642591632417 0.63 rrtconnect-default-sc00.63
0.8 1.6191965884707193 0.10125588311136144 0.63 rrtconnect-default-sc00.63
0.9 1.06891503202956 0.060577660480714446 0.25 rrtconnect-default-sc00.25
1.0 0.3562369155884001 0.021438532725764584 0.0 rrtconnect-default-sc00.00
