lambda-u utility-finmean-conloop
0.0 6.970620970006792
0.1 7.79636653834716
0.2 8.654878569901559
0.3 9.539227984632046
0.4 10.440135815832868
0.5 11.35092028343971
0.6 12.267654706159204
0.7 13.188119544433679
0.8 14.111031496214146
0.9 15.035617654806412
1.0 15.961392066459954
1.0 14.07491592647812
0.9 13.334087322837853
0.8 12.592070466136313
0.7 11.848379402622975
0.6 11.10224122560364
0.5 10.35237263302933
0.4 9.596554085342369
0.3 8.830858901249382
0.2 8.048605300686063
0.1 7.240514316946646
0.0 6.399656869993207
