lambda-u utility-finmean utility-stderrfinmean
0.0 12.893690320000001 0.6233436551568852
0.1 11.773726662526995 0.5697309549003587
0.2 10.653763005053985 0.5166565684748294
0.3 9.533799347580983 0.46430513539468893
0.4 8.413835690107977 0.4129517017627577
0.5 7.293872032634969 0.3630200510341234
0.6 6.173908375161965 0.3151866227270128
0.7 5.0539447176889585 0.2705665483175735
0.8 3.9339810602159515 0.23102923455721822
0.9 2.8140174027429454 0.1996180292480748
1.0 1.69405374526994 0.18062338777372977
