lambda-u utility-finmean utility-stderrfinmean
0.0 8.151042843248202 0.37820138424989325
0.1 7.6528591683976455 0.3662728352224411
0.2 7.154675493547091 0.3595511807106717
0.3 6.656491818696533 0.3583295581363522
0.4 6.158308143845974 0.3626635518950745
0.5 5.660124468995422 0.3723592223476035
0.6 5.161940794144864 0.3870138085607221
0.7 4.663757119294309 0.40609080822057664
0.8 4.165573444443752 0.429000652658023
0.9 3.6673897695931954 0.45516495295220266
1.0 3.1692060947426404 0.48405626508305283
