lambda-u utility-finmean-conloop
0.0 11.988808288256294
0.1 14.464517639788337
0.2 17.535260883061845
0.3 20.663448166923843
0.4 23.807355340858322
0.5 26.957729791460068
0.6 30.111381649977687
0.7 33.2669209868884
0.8 36.42364599308176
0.9 39.58116425233769
1.0 42.739239240874035
1.0 -2.5775145018044228
0.9 -1.2304295761069781
0.8 0.11609862031007268
0.7 1.4618335636645625
0.6 2.806382837736395
0.5 4.149044633415128
0.4 5.488429021177998
0.3 6.8213461322735975
0.2 8.138543353296715
0.1 9.398296533731344
0.0 10.0630158224245
