lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.44187382 0.10443466879557078 10.0 rrtconnect-default-sc10.00
0.1 4.96466472027911 0.105370634555097 4.0 rrtconnect-default-sc04.00
0.2 5.328522136558219 0.17377362725377932 2.5 rrtconnect-default-sc02.50
0.3 5.576277614837329 0.18721704015926993 2.5 rrtconnect-default-sc02.50
0.4 5.794061197116439 0.2522624348990101 1.6 rrtconnect-default-sc01.60
0.5 5.896811991395551 0.2706464140399587 1.6 rrtconnect-default-sc01.60
0.6 5.999562785674659 0.29761004395744084 1.6 rrtconnect-default-sc01.60
0.7 6.090264823953769 0.3385481007279464 1.0 rrtconnect-default-sc01.00
0.8 5.997031870232879 0.3698668646765739 1.0 rrtconnect-default-sc01.00
0.9 5.752833256511988 0.4158960671857847 0.63 rrtconnect-default-sc00.63
1.0 4.810565962791101 0.45491964146702973 0.0 rrtconnect-default-sc00.00
