lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.495108319999999 0.16003631681107805 10.0 rrtconnect-default-sc10.00
0.1 5.075364722002557 0.18218893311704015 2.5 rrtconnect-default-sc02.50
0.2 5.671998876005111 0.2896869982688034 1.6 rrtconnect-default-sc01.60
0.3 5.825962414007668 0.2979445737785099 1.6 rrtconnect-default-sc01.60
0.4 5.979925952010223 0.32271268239863093 1.6 rrtconnect-default-sc01.60
0.5 6.588635250012782 0.43265899323293333 1.0 rrtconnect-default-sc01.00
0.6 6.531649636015337 0.44433799984838973 1.0 rrtconnect-default-sc01.00
0.7 6.882143182017893 0.5227735417106566 0.63 rrtconnect-default-sc00.63
0.8 6.56599784802045 0.5476805741468954 0.63 rrtconnect-default-sc00.63
0.9 6.426479502023003 0.6246187566979594 0.25 rrtconnect-default-sc00.25
1.0 5.303707180025562 0.6459879974401618 0.0 rrtconnect-default-sc00.00
