lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 5.242855119999999 0.13359295251992548 10.0 rrtconnect-default-sc10.00
0.1 5.182310193887072 0.13733994129958474 2.5 rrtconnect-default-sc02.50
0.2 4.935335739774145 0.15802632898354071 1.6 rrtconnect-default-sc01.60
0.3 4.644554289661216 0.1503835801480558 1.6 rrtconnect-default-sc01.60
0.4 4.297310943548288 0.17655576145796076 1.0 rrtconnect-default-sc01.00
0.5 3.9159398094353604 0.16704394287495272 1.0 rrtconnect-default-sc01.00
0.6 3.5345686753224315 0.15969735943635593 1.0 rrtconnect-default-sc01.00
0.7 3.1531975412095044 0.1548245464492078 1.0 rrtconnect-default-sc01.00
0.8 2.6744369670965757 0.19976922903106753 0.63 rrtconnect-default-sc00.63
0.9 2.0698591449836474 0.1853258221193723 0.25 rrtconnect-default-sc00.25
1.0 1.00908413887072 0.15677938568294617 0.0 rrtconnect-default-sc00.00
