lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 5.774478627517001 0.17159611265060964 10.0 bitstar-default-sc10.00
0.1 6.416753846354027 0.16993724187008089 10.0 bitstar-default-sc10.00
0.2 6.422750321303366 0.23580309843697586 2.5 bitstar-default-sc02.50
0.3 6.2070603831263504 0.24400478144118176 2.5 bitstar-default-sc02.50
0.4 5.933753354438698 0.2758103411293531 0.4 bitstar-default-sc00.40
0.5 5.31883975100462 0.2837576570269019 0.0 bitstar-default-sc00.00
0.6 4.694517963981145 0.2982557296694006 0.0 bitstar-default-sc00.00
0.7 4.070196176957668 0.31725642236384144 0.0 bitstar-default-sc00.00
0.8 3.4458743899341937 0.34000570535335084 0.0 bitstar-default-sc00.00
0.9 2.8215526029107156 0.3658048751804752 0.0 bitstar-default-sc00.00
1.0 2.19723081588724 0.39405534970359724 0.0 bitstar-default-sc00.00
