lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.51082408 0.1225532675790953 10.0 rrtconnect-default-sc10.00
0.1 4.554995158526995 0.11937033455572281 2.5 rrtconnect-default-sc02.50
0.2 4.506158893053989 0.1298774347661705 1.6 rrtconnect-default-sc01.60
0.3 4.354645749580983 0.12514566293947177 1.6 rrtconnect-default-sc01.60
0.4 4.203132606107975 0.12394449688750019 1.6 rrtconnect-default-sc01.60
0.5 4.051619462634971 0.12637464987032745 1.6 rrtconnect-default-sc01.60
0.6 3.900106319161963 0.13223607078258498 1.6 rrtconnect-default-sc01.60
0.7 3.6101991976889583 0.17965379038416662 1.0 rrtconnect-default-sc01.00
0.8 3.224378052215952 0.18584883195561858 0.63 rrtconnect-default-sc00.63
0.9 2.7085217427429455 0.18367260189363574 0.4 rrtconnect-default-sc00.40
1.0 1.69405374526994 0.18062338777372977 0.0 rrtconnect-default-sc00.00
