lambda-u utility-finmean utility-stderrfinmean
0.0 4.441974905932001 0.09755892040598196
0.1 4.374315452638879 0.09064882328784664
0.2 4.306655999345761 0.0840502433818167
0.3 4.2389965460526415 0.0778424414955932
0.4 4.1713370927595195 0.07212638920553235
0.5 4.103677639466401 0.0670280118908645
0.6 4.036018186173279 0.06269817200394813
0.7 3.9683587328801586 0.05930543991584847
0.8 3.90069927958704 0.0570173453518209
0.9 3.8330398262939194 0.05596952898413716
1.0 3.7653803730008013 0.056231367712553285
