lambda-u utility-finmean utility-stderrfinmean
0.0 8.440448686122002 0.2952699095640583
0.1 7.816126899098524 0.28166818669661164
0.2 7.1918051120750475 0.2733984275580153
0.3 6.56748332505157 0.27094929023099745
0.4 5.943161538028095 0.27447663006787143
0.5 5.31883975100462 0.2837576570269019
0.6 4.694517963981145 0.2982557296694006
0.7 4.070196176957668 0.31725642236384144
0.8 3.4458743899341937 0.34000570535335084
0.9 2.8215526029107156 0.3658048751804752
1.0 2.19723081588724 0.39405534970359724
