lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 2.8810449552722 0.00892351202452833 10.0 bitstar-default-sc10.00
0.1 3.1338212740467206 0.028209969744726573 2.5 bitstar-default-sc02.50
0.2 3.04703345827624 0.037865006272356824 1.6 bitstar-default-sc01.60
0.3 2.8666860798874207 0.03303787387631146 0.63 bitstar-default-sc00.63
0.4 2.60123414549476 0.028360582161294827 0.63 bitstar-default-sc00.63
0.5 2.237606619149399 0.0010146582011204628 0.0 bitstar-default-sc00.00
0.6 1.8657898031472795 0.0012175898413445583 0.0 bitstar-default-sc00.00
0.7 1.4939729871451601 0.00142052148156865 0.0 bitstar-default-sc00.00
0.8 1.1221561711430394 0.001623453121792745 0.0 bitstar-default-sc00.00
0.9 0.7503393551409201 0.0018263847620168371 0.0 bitstar-default-sc00.00
1.0 0.3785225391388001 0.00202931640224093 0.0 bitstar-default-sc00.00
