lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 2.3669496406718 0.006940858491703571 10.0 bitstar-default-sc10.00
0.1 2.5939900343847 0.012345175305899606 4.0 bitstar-default-sc04.00
0.2 2.51053139236088 0.015068676567798185 2.5 bitstar-default-sc02.50
0.3 2.3232671735332397 0.018533206517650187 1.6 bitstar-default-sc01.60
0.4 2.1891991870604404 0.05196245132377817 1.0 bitstar-default-sc01.00
0.5 2.1060642235022993 0.08990091410857186 0.63 bitstar-default-sc00.63
0.6 1.9972388474816798 0.1026376836202352 0.4 bitstar-default-sc00.40
0.7 1.9695316879306406 0.09139962179533595 0.0 bitstar-default-sc00.00
0.8 1.4623890919389595 0.07572352898164296 0.0 bitstar-default-sc00.00
0.9 0.9552464959472801 0.060820419416413495 0.0 bitstar-default-sc00.00
1.0 0.4481038999556 0.04742470446923874 0.0 bitstar-default-sc00.00
