lambda-u utility-finmean utility-stderrfinmean
0.0 6.808996871717201 0.11185831416000958
0.1 6.234145256406699 0.10767015483136595
0.2 5.659293641096201 0.10368342226082088
0.3 5.084442025785702 0.0999222291466493
0.4 4.5095904104752 0.09641297484866727
0.5 3.9347387951647006 0.09318412727669044
0.6 3.3598871798542005 0.09026578227147643
0.7 2.7850355645436995 0.08768894649532048
0.8 2.2101839492332 0.08548450878054578
0.9 1.6353323339226997 0.08368190462135576
1.0 1.0604807186122 0.08230753972922897
