lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.63097236 0.14988572460673588 10.0 rrtconnect-default-sc10.00
0.1 4.882678712697083 0.15510793764840045 2.5 rrtconnect-default-sc02.50
0.2 4.930908769394168 0.19861324626673496 1.6 rrtconnect-default-sc01.60
0.3 4.701374994091251 0.17808021489546738 1.6 rrtconnect-default-sc01.60
0.4 4.471841218788336 0.16498757435953743 1.6 rrtconnect-default-sc01.60
0.5 4.29701422348542 0.24198845965348997 1.0 rrtconnect-default-sc01.00
0.6 3.936539092182504 0.22041303177463284 1.0 rrtconnect-default-sc01.00
0.7 3.5829593128795882 0.24068585649396015 0.63 rrtconnect-default-sc00.63
0.8 3.0968523975766713 0.22875095918852967 0.63 rrtconnect-default-sc00.63
0.9 2.6333010182737557 0.25585932343503015 0.25 rrtconnect-default-sc00.25
1.0 1.4946385669708397 0.2614838883443735 0.0 rrtconnect-default-sc00.00
