lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 5.5301872791224005 0.1350675391725372 10.0 bitstar-default-sc10.00
0.1 6.153854718897298 0.23563088291132853 4.0 bitstar-default-sc04.00
0.2 6.2167827906832756 0.24550101595230853 2.5 bitstar-default-sc02.50
0.3 6.102409463318491 0.2736807988858713 1.6 bitstar-default-sc01.60
0.4 5.88052530632735 0.2635507385018555 1.0 bitstar-default-sc01.00
0.5 5.469881782734391 0.26636138983533597 0.63 bitstar-default-sc00.63
0.6 5.001360706639268 0.26953099021428656 0.4 bitstar-default-sc00.40
0.7 4.384683875759647 0.2842655530664192 0.0 bitstar-default-sc00.00
0.8 3.688280691914821 0.29536525133027275 0.0 bitstar-default-sc00.00
0.9 2.991877508070002 0.3081086827310212 0.0 bitstar-default-sc00.00
1.0 2.2954743242251805 0.32230093189860126 0.0 bitstar-default-sc00.00
