lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.484532579999999 0.08912607973318812 10.0 rrtconnect-default-sc10.00
0.1 5.071040603141271 0.16048108380484807 1.6 rrtconnect-default-sc01.60
0.2 5.509003402282541 0.24642429375759206 1.0 rrtconnect-default-sc01.00
0.3 5.882721813423809 0.3286953641262397 1.0 rrtconnect-default-sc01.00
0.4 6.256440224565081 0.414123756850082 1.0 rrtconnect-default-sc01.00
0.5 6.6301586357063504 0.5010972593444926 1.0 rrtconnect-default-sc01.00
0.6 7.003877046847618 0.5889317230400215 1.0 rrtconnect-default-sc01.00
0.7 7.3075107079888895 0.7012059283770307 0.63 rrtconnect-default-sc00.63
0.8 7.58125736913016 0.7814939132881392 0.63 rrtconnect-default-sc00.63
0.9 7.743901398271429 0.8642935275662673 0.4 rrtconnect-default-sc00.40
1.0 7.498750691412699 0.9440499754663995 0.0 rrtconnect-default-sc00.00
