lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 6.262124899999998 0.08324555715036382 10.0 rrtconnect-default-sc10.00
0.1 6.064640819548339 0.0835048900730879 2.5 rrtconnect-default-sc02.50
0.2 5.687460591096672 0.09111621044543759 1.6 rrtconnect-default-sc01.60
0.3 5.265622276645008 0.09957468111341361 1.0 rrtconnect-default-sc01.00
0.4 4.784788522193345 0.09055431341025158 1.0 rrtconnect-default-sc01.00
0.5 4.303954767741678 0.08332748929270538 1.0 rrtconnect-default-sc01.00
0.6 3.7842472372900158 0.0986575337789567 0.63 rrtconnect-default-sc00.63
0.7 3.2206319268383514 0.09121442420561864 0.63 rrtconnect-default-sc00.63
0.8 2.6367126603866886 0.10561152884107118 0.4 rrtconnect-default-sc00.40
0.9 1.9236561159350232 0.09675841187537733 0.25 rrtconnect-default-sc00.25
1.0 0.89978599548336 0.08681421536155404 0.0 rrtconnect-default-sc00.00
