lambda-u utility-finmean utility-stderrfinmean
0.0 7.205986552114598 0.267868645584533
0.1 6.566481156714543 0.24323871874498443
0.2 5.926975761314489 0.21865135876697697
0.3 5.287470365914434 0.1941227407315356
0.4 4.647964970514375 0.16967834167074733
0.5 4.008459575114321 0.14536065554227826
0.6 3.3689541797142635 0.12124594884680065
0.7 2.729448784314209 0.09748497026914074
0.8 2.089943388914151 0.07441732412230122
0.9 1.4504379935140954 0.052956927924551554
1.0 0.8109325981140398 0.036094510461049174
