lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.415188260000001 0.21312125455030753 10.0 rrtconnect-default-sc10.00
0.1 4.363607409835285 0.21021844886599395 2.5 rrtconnect-default-sc02.50
0.2 4.115471823670571 0.201263591877657 1.6 rrtconnect-default-sc01.60
0.3 3.9140835155058573 0.18585727221953313 1.6 rrtconnect-default-sc01.60
0.4 3.7126952073411434 0.1708339362560627 1.6 rrtconnect-default-sc01.60
0.5 3.2616792691764305 0.16484477152641905 1.0 rrtconnect-default-sc01.00
0.6 2.990216487011715 0.14908244643173943 1.0 rrtconnect-default-sc01.00
0.7 2.718753704847003 0.13419637186494415 1.0 rrtconnect-default-sc01.00
0.8 2.2104625346822875 0.13053563140860883 0.63 rrtconnect-default-sc00.63
0.9 1.6219715385175744 0.12079850937839222 0.25 rrtconnect-default-sc00.25
1.0 0.9043653583528597 0.09872090408642294 0.0 rrtconnect-default-sc00.00
