lambda-u utility-finmean utility-stderrfinmean
0.0 3.5071507994927997 0.023263495745120193
0.1 3.5460760074196203 0.021856450975348947
0.2 3.58500121534644 0.02070819918736523
0.3 3.6239264232732604 0.01986367104340262
0.4 3.6628516312000814 0.01936264936542994
0.5 3.7017768391268993 0.019231999453198128
0.6 3.7407020470537202 0.019479175159081995
0.7 3.77962725498054 0.020090235841814706
0.8 3.818552462907361 0.021033490838955643
0.9 3.8574776708341796 0.02226676327974682
1.0 3.8964028787609992 0.02374490695773067
