lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.523515584245801 0.060978420479567426 10.0 bitstar-default-sc10.00
0.1 5.171869637882953 0.07464580829151371 6.3 bitstar-default-sc06.30
0.2 5.343941482703587 0.1525899890223851 2.5 bitstar-default-sc02.50
0.3 5.274159521957781 0.15171928807616292 2.5 bitstar-default-sc02.50
0.4 5.134115017224577 0.18854091032540685 1.6 bitstar-default-sc01.60
0.5 4.7725112896150685 0.22242443433531597 0.0 bitstar-default-sc00.00
0.6 4.275146191039483 0.22282929084127281 0.0 bitstar-default-sc00.00
0.7 3.7777810924638975 0.22351473574331365 0.0 bitstar-default-sc00.00
0.8 3.280415993888313 0.22447819872344324 0.0 bitstar-default-sc00.00
0.9 2.783050895312726 0.22571611967243183 0.0 bitstar-default-sc00.00
1.0 2.28568579673714 0.22722401287710983 0.0 bitstar-default-sc00.00
