lambda-u utility-finmean utility-stderrfinmean
0.0 5.969162257376601 0.10859678577353551
0.1 5.919430400726141 0.11392975287948896
0.2 5.86969854407568 0.11975966400789471
0.3 5.819966687425222 0.12601756812702888
0.4 5.7702348307747595 0.13264290275503268
0.5 5.720502974124299 0.13958335734311555
0.6 5.670771117473841 0.14679424193181032
0.7 5.621039260823378 0.15423763192800255
0.8 5.57130740417292 0.1618814583652039
0.9 5.521575547522461 0.16969863830743198
1.0 5.471843690872 0.17766629096599107
