problem planner-seedless param path-length-num path-length-numinf path-length-numfin path-length-finmean path-length-stderrfinmean num-checks-num num-checks-numinf num-checks-numfin num-checks-finmean num-checks-stderrfinmean python-totaltime-num python-totaltime-numinf python-totaltime-numfin python-totaltime-finmean python-totaltime-stderrfinmean planner-dur-total-num planner-dur-total-numinf planner-dur-total-numfin planner-dur-total-finmean planner-dur-total-stderrfinmean planner-dur-roadmapgen-num planner-dur-roadmapgen-numinf planner-dur-roadmapgen-numfin planner-dur-roadmapgen-finmean planner-dur-roadmapgen-stderrfinmean planner-dur-search-num planner-dur-search-numinf planner-dur-search-numfin planner-dur-search-finmean planner-dur-search-stderrfinmean planner-dur-eval-num planner-dur-eval-numinf planner-dur-eval-numfin planner-dur-eval-finmean planner-dur-eval-stderrfinmean utility0.00cc-num utility0.00cc-numinf utility0.00cc-numfin utility0.00cc-finmean utility0.00cc-stderrfinmean utility0.00time-num utility0.00time-numinf utility0.00time-numfin utility0.00time-finmean utility0.00time-stderrfinmean utility0.10cc-num utility0.10cc-numinf utility0.10cc-numfin utility0.10cc-finmean utility0.10cc-stderrfinmean utility0.10time-num utility0.10time-numinf utility0.10time-numfin utility0.10time-finmean utility0.10time-stderrfinmean utility0.20cc-num utility0.20cc-numinf utility0.20cc-numfin utility0.20cc-finmean utility0.20cc-stderrfinmean utility0.20time-num utility0.20time-numinf utility0.20time-numfin utility0.20time-finmean utility0.20time-stderrfinmean utility0.30cc-num utility0.30cc-numinf utility0.30cc-numfin utility0.30cc-finmean utility0.30cc-stderrfinmean utility0.30time-num utility0.30time-numinf utility0.30time-numfin utility0.30time-finmean utility0.30time-stderrfinmean utility0.40cc-num utility0.40cc-numinf utility0.40cc-numfin utility0.40cc-finmean utility0.40cc-stderrfinmean utility0.40time-num utility0.40time-numinf utility0.40time-numfin utility0.40time-finmean utility0.40time-stderrfinmean utility0.50cc-num utility0.50cc-numinf utility0.50cc-numfin utility0.50cc-finmean utility0.50cc-stderrfinmean utility0.50time-num utility0.50time-numinf utility0.50time-numfin utility0.50time-finmean utility0.50time-stderrfinmean utility0.60cc-num utility0.60cc-numinf utility0.60cc-numfin utility0.60cc-finmean utility0.60cc-stderrfinmean utility0.60time-num utility0.60time-numinf utility0.60time-numfin utility0.60time-finmean utility0.60time-stderrfinmean utility0.70cc-num utility0.70cc-numinf utility0.70cc-numfin utility0.70cc-finmean utility0.70cc-stderrfinmean utility0.70time-num utility0.70time-numinf utility0.70time-numfin utility0.70time-finmean utility0.70time-stderrfinmean utility0.80cc-num utility0.80cc-numinf utility0.80cc-numfin utility0.80cc-finmean utility0.80cc-stderrfinmean utility0.80time-num utility0.80time-numinf utility0.80time-numfin utility0.80time-finmean utility0.80time-stderrfinmean utility0.90cc-num utility0.90cc-numinf utility0.90cc-numfin utility0.90cc-finmean utility0.90cc-stderrfinmean utility0.90time-num utility0.90time-numinf utility0.90time-numfin utility0.90time-finmean utility0.90time-stderrfinmean utility1.00cc-num utility1.00cc-numinf utility1.00cc-numfin utility1.00cc-finmean utility1.00cc-stderrfinmean utility1.00time-num utility1.00time-numinf utility1.00time-numfin utility1.00time-finmean utility1.00time-stderrfinmean
herbbookshelf1 lemur-haltonoffdens10000,2.0-1.00,0.00,0 0.0 50 0 50 5.6873183475368 0.2083709517651719 50 0 50 8015.14 734.0536592797837 50 0 50 9.943534808166001 1.1169462649237323 50 0 50 9.936820484960002 1.1168027092570796 50 0 50 0.22704832675999997 0.0152795117737922 50 0 50 1.0910905084199998 0.3177392696124098 50 0 50 8.403665622279997 0.8235490900229401 50 0 50 5.6873183475368 0.2083709517651719 50 0 50 5.6873183475368 0.2083709517651719 50 0 50 21.148866512783126 1.6128566648406781 50 0 50 6.11293999359972 0.2813031159250209 50 0 50 36.610414678029436 3.0625892286650136 50 0 50 6.538561639662638 0.3656051322771997 50 0 50 52.07196284327578 4.514183972788594 50 0 50 6.964183285725561 0.45500050845513584 50 0 50 67.53351100852207 5.96628184812454 50 0 50 7.389804931788481 0.5469977082860004 50 0 50 82.99505917376838 7.418587415187057 50 0 50 7.8154265778513965 0.6404765438909853 50 0 50 98.45660733901474 8.870998668510536 50 0 50 8.24104822391432 0.7348718214135352 50 0 50 113.91815550426104 10.323471001126128 50 0 50 8.666669869977241 0.8298708723466881 50 0 50 129.37970366950734 11.775981812142076 50 0 50 9.09229151604016 0.9252877476006908 50 0 50 144.84125183475368 13.228518426609329 50 0 50 9.517913162103078 1.0210053120229923 50 0 50 160.30280000000002 14.681073185595677 50 0 50 9.943534808166001 1.1169462649237323
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.90,0.10,0 0.1 50 0 50 5.688115200800399 0.20879638092431818 50 0 50 8007.14 736.1274690027593 50 0 50 9.952991361616002 1.0913377270308189 50 0 50 9.947178658860002 1.0912900056023536 50 0 50 0.19854288384 0.016078023843099167 50 0 50 1.09528327214 0.29819369028715065 50 0 50 8.44895378152 0.8147664474075353 50 0 50 5.688115200800399 0.20879638092431818 50 0 50 5.688115200800399 0.20879638092431818 50 0 50 21.133583680720367 1.6208771300425404 50 0 50 6.114602816881959 0.28005721907326697 50 0 50 36.57905216064032 3.0744951544784764 50 0 50 6.54109043296352 0.36197385657928394 50 0 50 52.024520640560276 4.529837666113119 50 0 50 6.9675780490450805 0.4487482694814288 50 0 50 67.46998912048024 5.985646928275298 50 0 50 7.394065665126641 0.5380351805431904 50 0 50 82.91545760040019 7.441649014890093 50 0 50 7.820553281208203 0.6287651479412478 50 0 50 98.36092608032017 8.897749266745313 50 0 50 8.247040897289757 0.7203931403427465 50 0 50 113.80639456024011 10.353906268125458 50 0 50 8.67352851337132 0.8126154389771693 50 0 50 129.25186304016006 11.810099027806553 50 0 50 9.10001612945288 0.9052504273951495 50 0 50 144.6973315200801 13.266315770637902 50 0 50 9.526503745534438 0.998183214925002 50 0 50 160.1428 14.722549380055185 50 0 50 9.952991361616002 1.0913377270308189
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.80,0.20,0 0.2 50 0 50 5.6921455036582 0.20896524248601347 50 0 50 7872.38 705.0505634726217 50 0 50 9.7802195358282 1.062021312796291 50 0 50 9.775679616759998 1.0620666101657363 50 0 50 0.21223415232000004 0.015412591195594459 50 0 50 1.0548487525399999 0.2886019133553465 50 0 50 8.296745589599999 0.7973028597824688 50 0 50 5.6921455036582 0.20896524248601347 50 0 50 5.6921455036582 0.20896524248601347 50 0 50 20.867690953292378 1.5557947287535616 50 0 50 6.100952906875201 0.2775654095819625 50 0 50 36.04323640292655 2.947338931044195 50 0 50 6.509760310092199 0.35650466053133106 50 0 50 51.21878185256076 4.340805810199457 50 0 50 6.918567713309199 0.4402562000922979 50 0 50 66.39432730219492 5.734793994578639 50 0 50 7.327375116526202 0.5265286343721983 50 0 50 81.56987275182912 7.128997686184946 50 0 50 7.736182519743201 0.6142607070804607 50 0 50 96.7454182014633 8.523311130657305 50 0 50 8.144989922960198 0.7029060833903175 50 0 50 111.92096365109747 9.917688038112725 50 0 50 8.553797326177198 0.7921582166627048 50 0 50 127.09650910073164 11.312104940445131 50 0 50 8.962604729394199 0.8818328927525616 50 0 50 142.27205455036582 12.706548670545562 50 0 50 9.371412132611201 0.9718131474771565 50 0 50 157.44760000000005 14.101011269452432 50 0 50 9.7802195358282 1.062021312796291
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.70,0.30,0 0.3 50 0 50 5.692540970941598 0.2089932984557909 50 0 50 7791.0 736.2464544109214 50 0 50 9.691349391936404 1.0725745801739146 50 0 50 9.683688542939997 1.0723603308168552 50 0 50 0.20782524464 0.01666213187355892 50 0 50 1.0232570137399999 0.2687629380456242 50 0 50 8.24713865554 0.8137618216281199 50 0 50 5.692540970941598 0.2089932984557909 50 0 50 5.692540970941598 0.2089932984557909 50 0 50 20.705286873847445 1.6169652834347088 50 0 50 6.092421813041078 0.27640926313329334 50 0 50 35.71803277675328 3.0710738611289585 50 0 50 6.49230265514056 0.35559551093676145 50 0 50 50.7307786796591 4.527077644223561 50 0 50 6.892183497240038 0.4402459071438256 50 0 50 65.74352458256494 5.983593296405661 50 0 50 7.292064339339517 0.527737581399535 50 0 50 80.7562704854708 7.44032021356578 50 0 50 7.691945181438999 0.6168627526378935 50 0 50 95.76901638837663 8.897154625364397 50 0 50 8.091826023538479 0.7070039328522819 50 0 50 110.78176229128246 10.354051157809366 50 0 50 8.491706865637958 0.7978168155981779 50 0 50 125.79450819418832 11.810986822999448 50 0 50 8.891587707737441 0.889095600112759 50 0 50 140.80725409709416 13.267948729598052 50 0 50 9.291468549836921 0.9807102047672106 50 0 50 155.82000000000005 14.724929088218428 50 0 50 9.691349391936404 1.0725745801739146
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.60,0.40,0 0.4 50 0 50 5.6993660103666 0.20938080712111135 50 0 50 7833.16 781.6096381291151 50 0 50 9.527057642937 1.0568914997086862 50 0 50 9.520631195820002 1.0569275108702672 50 0 50 0.2193601965 0.016525229033485876 50 0 50 0.9516123256399999 0.2593419377137712 50 0 50 8.147771668919999 0.8176483646686837 50 0 50 5.6993660103666 0.20938080712111135 50 0 50 5.6993660103666 0.20938080712111135 50 0 50 20.795749409329947 1.701886828941224 50 0 50 6.08213517362364 0.2737217541514118 50 0 50 35.892132808293276 3.2472234335825876 50 0 50 6.46490433688068 0.35063928700937036 50 0 50 50.98851620725664 4.79457652662292 50 0 50 6.84767350013772 0.433489625120174 50 0 50 66.08489960621996 6.342470410229006 50 0 50 7.230442663394758 0.5194416571405244 50 0 50 81.18128300518329 7.890586830684318 50 0 50 7.6132118266518 0.6071795861626402 50 0 50 96.27766640414667 9.438816289845802 50 0 50 7.995980989908841 0.6960283752305301 50 0 50 111.37404980310995 10.987111001864838 50 0 50 8.378750153165877 0.7856112161833892 50 0 50 126.47043320207331 12.535446787972575 50 0 50 8.761519316422921 0.8757028613941559 50 0 50 141.5668166010366 14.083810101454635 50 0 50 9.14428847967996 0.9661609878836735 50 0 50 156.66320000000005 15.632192762582303 50 0 50 9.527057642937 1.0568914997086862
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.50,0.50,0 0.5 50 0 50 5.710886939114399 0.21096341631445187 50 0 50 7494.68 777.2711440543715 50 0 50 9.155488843915998 1.0845241606293774 50 0 50 9.1489559931 1.0843748382808907 50 0 50 0.20867590176000003 0.01691025671926604 50 0 50 0.8908572211999997 0.25148659469148144 50 0 50 7.849539589160003 0.8532713135341322 50 0 50 5.710886939114399 0.21096341631445187 50 0 50 5.710886939114399 0.21096341631445187 50 0 50 20.129158245202962 1.6908986358486289 50 0 50 6.0553471295945585 0.2776529726065867 50 0 50 34.547429551291515 3.227620478929353 50 0 50 6.399807320074721 0.35718921975584267 50 0 50 48.965700857380085 4.766517894741533 50 0 50 6.744267510554878 0.4427013209384018 50 0 50 63.38397216346866 6.305998323134574 50 0 50 7.088727701035039 0.5313117124153468 50 0 50 77.80224346955718 7.845718576870989 50 0 50 7.433187891515198 0.621697006006266 50 0 50 92.22051477564575 9.385560625191168 50 0 50 7.777648081995357 0.7131826933843013 50 0 50 106.63878608173427 10.925472970833649 50 0 50 8.122108272475522 0.8053938765268345 50 0 50 121.0570573878229 12.465429561362589 50 0 50 8.46656846295568 0.8981071171576707 50 0 50 135.47532869391142 14.005415802030504 50 0 50 8.81102865343584 0.9911815407733875 50 0 50 149.89359999999996 15.54542288108743 50 0 50 9.155488843915998 1.0845241606293774
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.40,0.60,0 0.6 50 0 50 5.7735845884962 0.22271710111758253 50 0 50 7304.94 820.6860775507981 50 0 50 8.8944587707542 1.1413742952460864 50 0 50 8.889344540260003 1.141212631094404 50 0 50 0.20951001787999998 0.019640895818607073 50 0 50 0.8210162947199998 0.23878574543438422 50 0 50 7.664523558160003 0.9141619165250069 50 0 50 5.7735845884962 0.22271710111758253 50 0 50 5.7735845884962 0.22271710111758253 50 0 50 19.80610612964658 1.786868588909687 50 0 50 6.085672006722002 0.2901845503203838 50 0 50 33.83862767079697 3.4093221835959167 50 0 50 6.397759424947801 0.37278520728674813 50 0 50 47.87114921194734 5.034018086947208 50 0 50 6.709846843173603 0.462480399273051 50 0 50 61.90367075309773 6.659315310036708 50 0 50 7.0219342613994025 0.5558462018080669 50 0 50 75.93619229424813 8.284859965496834 50 0 50 7.3340216796252005 0.6513059586936878 50 0 50 89.9687138353985 9.91053030104446 50 0 50 7.646109097851001 0.7480584703137247 50 0 50 104.00123537654885 11.536273184983694 50 0 50 7.958196516076799 0.8456601383529158 50 0 50 118.03375691769925 13.162061734388447 50 0 50 8.2702839343026 0.9438475701101274 50 0 50 132.0662784588496 14.787880887799865 50 0 50 8.582371352528401 1.042455261879026 50 0 50 146.09879999999998 16.41372155101596 50 0 50 8.8944587707542 1.1413742952460864
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.30,0.70,0 0.7 50 0 50 5.818103509940401 0.2283857477437324 50 0 50 6842.1 831.6137654572336 50 0 50 8.308015155794198 1.089811695663606 50 0 50 8.302378358159999 1.0897756920019195 50 0 50 0.19803337380000002 0.015484444108036382 50 0 50 0.6888508729 0.17908645886744143 50 0 50 7.23177139478 0.914988768469856 50 0 50 5.818103509940401 0.2283857477437324 50 0 50 5.818103509940401 0.2283857477437324 50 0 50 18.920493158946364 1.794177709296857 50 0 50 6.06709467452578 0.28636881475866754 50 0 50 32.02288280795232 3.4392528657976884 50 0 50 6.316085839111163 0.3611861811525159 50 0 50 45.125272456958285 5.08727037976675 50 0 50 6.565077003696541 0.44441549021183513 50 0 50 58.22766210596423 6.736071004554607 50 0 50 6.81406816828192 0.532124148597249 50 0 50 71.33005175497019 8.385192797994874 50 0 50 7.063059332867298 0.6224214024243561 50 0 50 84.43244140397617 10.034477413412397 50 0 50 7.312050497452679 0.714326260168903 50 0 50 97.5348310529821 11.683855899514365 50 0 50 7.56104166203806 0.8072898617184003 50 0 50 110.63722070198808 13.33329341987734 50 0 50 7.81003282662344 0.9009845430389857 50 0 50 123.73961035099404 14.982770477453982 50 0 50 8.05902399120882 0.9952038403525482 50 0 50 136.842 16.632275309144674 50 0 50 8.308015155794198 1.089811695663606
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.20,0.80,0 0.8 50 0 50 5.897497036116801 0.24032633157023203 50 0 50 6706.68 882.8958523367687 50 0 50 8.1897075033204 1.1295680733945184 50 0 50 8.1838729214 1.1294233948829224 50 0 50 0.21135381882 0.015597868780836067 50 0 50 0.6108641026400001 0.17006082482682164 50 0 50 7.180833484520003 0.9735210852746076 50 0 50 5.897497036116801 0.24032633157023203 50 0 50 5.897497036116801 0.24032633157023203 50 0 50 18.721107332505113 1.9077239250783948 50 0 50 6.126718082837161 0.3002967968526811 50 0 50 31.54471762889344 3.6541472254335066 50 0 50 6.355939129557522 0.37744563950541854 50 0 50 44.36832792528176 5.403508199135691 50 0 50 6.585160176277882 0.4632686902770651 50 0 50 57.191938221670085 7.153652026291624 50 0 50 6.814381222998239 0.5537473900869411 50 0 50 70.01554851805841 8.904117098879722 50 0 50 7.043602269718604 0.6469312859128621 50 0 50 82.8391588144467 10.654745086111378 50 0 50 7.272823316438961 0.7418016105302945 50 0 50 95.66276911083503 12.405467017876566 50 0 50 7.502044363159323 0.8377856492597059 50 0 50 108.48637940722338 14.156248039483785 50 0 50 7.731265409879678 0.9345403056334027 50 0 50 121.3099897036117 15.90706864011437 50 0 50 7.960486456600041 1.0318488240187802 50 0 50 134.1336 17.657917046735374 50 0 50 8.1897075033204 1.1295680733945184
herbbookshelf1 lemur-haltonoffdens10000,2.0-0.10,0.90,0 0.9 50 0 50 6.0869626453836005 0.2486253244650155 50 0 50 6735.52 1007.2665878363229 50 0 50 8.202643895148801 1.270286463072906 50 0 50 8.196730318600002 1.2702260144418935 50 0 50 0.21366552705999997 0.01315710366152351 50 0 50 0.43523811618 0.09940920624016963 50 0 50 7.36650486046 1.160670508361887 50 0 50 6.0869626453836005 0.2486253244650155 50 0 50 6.0869626453836005 0.2486253244650155 50 0 50 18.949306380845243 2.1458570343775696 50 0 50 6.29853077036012 0.31134437815939736 50 0 50 31.81165011630688 4.141887011380294 50 0 50 6.510098895336638 0.39841713407017676 50 0 50 44.67399385176852 6.141122972317406 50 0 50 6.721667020313162 0.4972094374537033 50 0 50 57.53633758723017 8.141203378508555 50 0 50 6.933235145289679 0.6019787020555352 50 0 50 70.39868132269183 10.141628630667972 50 0 50 7.1448032702662 0.7100842286848853 50 0 50 83.26102505815345 12.142228290456423 50 0 50 7.3563713952427205 0.8202078925422837 50 0 50 96.1233687936151 14.142928345140088 50 0 50 7.56793952021924 0.9316343076622949 50 0 50 108.98571252907672 16.143691468713232 50 0 50 7.779507645195759 1.043946406910459 50 0 50 121.84805626453839 18.144496797686966 50 0 50 7.991075770172278 1.1568862687629295 50 0 50 134.71040000000005 20.145331756726453 50 0 50 8.202643895148801 1.270286463072906
