lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 5.77386128 0.15002387673131057 10.0 rrtconnect-default-sc10.00
0.1 6.66438419178113 0.21357893314344362 2.5 rrtconnect-default-sc02.50
0.2 7.37506476756226 0.3089072986287057 1.6 rrtconnect-default-sc01.60
0.3 8.067582101343392 0.406271629400623 1.6 rrtconnect-default-sc01.60
0.4 8.760099435124522 0.5098683833321317 1.6 rrtconnect-default-sc01.60
0.5 9.357717778905652 0.6253639437240832 1.0 rrtconnect-default-sc01.00
0.6 9.949214910686779 0.7305962677106042 1.0 rrtconnect-default-sc01.00
0.7 10.535122558467908 0.8503823491988552 0.63 rrtconnect-default-sc00.63
0.8 11.005149518249038 0.9536705052987443 0.63 rrtconnect-default-sc00.63
0.9 11.39879323203017 1.0703456855163045 0.25 rrtconnect-default-sc00.25
1.0 11.3152034378113 1.166285147807255 0.0 rrtconnect-default-sc00.00
