lambda-u utility-finmean utility-stderrfinmean
0.0 7.8827830400000005 0.25169910255645667
0.1 8.023319272094659 0.22752363493849978
0.2 8.163855504189316 0.2072686100661383
0.3 8.304391736283975 0.1921776652399783
0.4 8.44492796837863 0.18352912398485596
0.5 8.58546420047329 0.1822425025053903
0.6 8.726000432567949 0.18846863432259733
0.7 8.866536664662604 0.2015123533747789
0.8 9.007072896757261 0.22016524938572332
0.9 9.14760912885192 0.24313977779609175
1.0 9.28814536094658 0.2693322707950296
