lambda-u utility-finmean-conloop
0.0 6.265739575518117
0.1 6.628377551452768
0.2 7.024010754170094
0.3 7.436131364511738
0.4 7.857031499532527
0.5 8.283005281619037
0.6 8.71212996738373
0.7 9.143329791006124
0.8 9.57596253097985
0.9 10.009623518299815
1.0 10.444046079294866
1.0 6.17198423229353
0.9 6.108424464117825
0.8 6.044103122267027
0.7 5.9787535330699955
0.6 5.911971027521629
0.5 5.8431133841155605
0.4 5.771104837031312
0.3 5.694022642881345
0.2 5.608160924052232
0.1 5.505811797598792
0.0 5.370467444362685
