lambda-u utility-finmean utility-stderrfinmean
0.0 5.211700502052999 0.06680786256574846
0.1 5.42041933162376 0.08861421656692674
0.2 5.629138161194521 0.11285941262426953
0.3 5.837856990765278 0.1382663857232796
0.4 6.04657582033604 0.1642970437561827
0.5 6.255294649906799 0.1906961523367002
0.6 6.46401347947756 0.21732948536262073
0.7 6.672732309048319 0.24412039378736852
0.8 6.881451138619078 0.2710221520111905
0.9 7.090169968189839 0.2980047413408258
1.0 7.298888797760598 0.32504803276655403
