lambda-u utility-finmean-conloop
0.0 6.884934946170912
0.1 7.532076217846129
0.2 8.251984549452489
0.3 9.011816551884555
0.4 9.79210399618434
0.5 10.583431108604856
0.6 11.381183595399563
0.7 12.18294226021007
0.8 12.9873454195972
0.9 13.793577199640477
1.0 14.60112232751352
1.0 10.02928454810908
0.9 9.653835412419863
0.8 9.277072928900877
0.7 8.898481824725756
0.6 8.517246225973995
0.5 8.132004449206448
0.4 7.740337298064701
0.3 7.337630478802227
0.2 6.914468217672035
0.1 6.451382285716134
0.0 5.915529293829085
