lambda-u utility-finmean-conloop
0.0 3.379807004849646
0.1 3.10836209937786
0.2 2.836961554475176
0.3 2.565618904624134
0.4 2.2943536979556973
0.5 2.0231951602370075
0.6 1.7521888041440883
0.7 1.4814090088863283
0.8 1.2109844011877517
0.9 0.9411519950639786
1.0 0.672375775313199
1.0 0.5890634527448008
0.9 0.8383150605186214
0.8 1.086510481919448
0.7 1.3341137017454718
0.6 1.5813617340123114
0.5 1.8283832054439924
0.4 2.0752524952499036
0.3 2.322015116106066
0.2 2.568700293779624
0.1 2.81532757640154
0.0 3.061910498454354
