lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 7.314058477954201 0.18455548008322162 10.0 bitstar-default-sc10.00
0.1 8.294452273870524 0.3604238898338699 4.0 bitstar-default-sc04.00
0.2 8.673222969300369 0.6886797104999013 2.5 bitstar-default-sc02.50
0.3 8.809706146808013 1.0342290326861634 1.6 bitstar-default-sc01.60
0.4 8.811413911726778 1.3883625156834947 1.0 bitstar-default-sc01.00
0.5 8.727070011940821 1.7476844226512838 0.63 bitstar-default-sc00.63
0.6 8.653664981222464 2.1083916120836292 0.4 bitstar-default-sc00.40
0.7 8.389838781997868 2.4701166424476604 0.0 bitstar-default-sc00.00
0.8 8.326018267104791 2.833988311762967 0.0 bitstar-default-sc00.00
0.9 8.262197752211714 3.1980529337178845 0.0 bitstar-default-sc00.00
1.0 8.198377237318638 3.562251349112563 0.0 bitstar-default-sc00.00
