x y z
0.08405984 0.27 0.25
0.08363166 0.26 0.25
0.08322214 0.25 0.25
0.08283099 0.24 0.25
0.0824579 0.22999999999999998 0.25
0.0821026 0.21999999999999997 0.25
0.08176483 0.20999999999999996 0.25
0.08144433 0.19999999999999996 0.25
0.08114086999999999 0.18999999999999995 0.25
0.08085424 0.18000000000000005 0.25
0.08058422999999999 0.17000000000000004 0.25
0.08033064 0.16000000000000003 0.25
0.08009329 0.15000000000000002 0.25
0.08 0.14578811999999997 0.25
0.07988129000000001 0.14 0.25
0.07969085 0.13 0.25
0.07951507 0.12 0.25
0.07935382 0.10999999999999999 0.25
0.07920698 0.09999999999999998 0.25
0.07907444 0.08999999999999997 0.25
0.07895611000000001 0.07999999999999996 0.25
0.07885191000000001 0.06999999999999995 0.25
0.07876174000000001 0.06000000000000005 0.25
0.07868556 0.050000000000000044 0.25
0.07862330999999999 0.040000000000000036 0.25
0.07857493 0.030000000000000027 0.25
0.0785404 0.020000000000000018 0.25
0.0785197 0.010000000000000009 0.25
0.0785128 0.0 0.25
0.0 0.0 0.25
0.0 1.0 0.25

0.5 0.0 0.25
0.50002528 0.010000000000000009 0.25
0.50010117 0.020000000000000018 0.25
0.50022787 0.030000000000000027 0.25
0.50040567 0.040000000000000036 0.25
0.50063502 0.050000000000000044 0.25
0.50091646 0.06000000000000005 0.25
0.5012507 0.06999999999999995 0.25
0.5016385600000001 0.07999999999999996 0.25
0.5020810099999999 0.08999999999999997 0.25
0.50257916 0.09999999999999998 0.25
0.50313429 0.10999999999999999 0.25
0.50374783 0.12 0.25
0.50442139 0.13 0.25
0.50515675 0.14 0.25
0.50595589 0.15000000000000002 0.25
0.50682102 0.16000000000000003 0.25
0.5077545400000001 0.17000000000000004 0.25
0.50875912 0.18000000000000005 0.25
0.50983769 0.18999999999999995 0.25
0.51 0.19141461000000004 0.25
0.51102016 0.19999999999999996 0.25
0.51229016 0.20999999999999996 0.25
0.5136474 0.21999999999999997 0.25
0.51509631 0.22999999999999998 0.25
0.51664173 0.24 0.25
0.51828902 0.25 0.25
0.52 0.25975191 0.25
0.52004556 0.26 0.25
0.52197942 0.27 0.25
0.52403981 0.28 0.25
0.52623505 0.29000000000000004 0.25
0.52857436 0.30000000000000004 0.25
0.53 0.30575546 0.25
0.53111422 0.31000000000000005 0.25
0.53389023 0.31999999999999995 0.25
0.53685484 0.32999999999999996 0.25
0.54 0.33992784 0.25
0.54002454 0.33999999999999997 0.25
0.54359802 0.35 0.25
0.54742963 0.36 0.25
0.55 0.36630018 0.25
0.55164639 0.37 0.25
0.55637099 0.38 0.25
0.56 0.38717016000000004 0.25
0.56159105 0.39 0.25
0.56757127 0.4 0.25
0.57 0.40380693999999995 0.25
0.57449673 0.41000000000000003 0.25
0.58 0.41707918999999993 0.25
0.58265919 0.42000000000000004 0.25
0.59 0.42755986 0.25
0.5928899 0.43000000000000005 0.25
0.6 0.43564921 0.25
0.607112 0.43999999999999995 0.25
0.61 0.44166815000000004 0.25
0.62 0.44578169999999995 0.25
0.63 0.44818152 0.25
0.64 0.44893559000000005 0.25
0.65 0.44808899 0.25
0.66 0.44566604 0.25
0.67 0.44167161 0.25
0.67295951 0.43999999999999995 0.25
0.68 0.43600200999999994 0.25
0.68812862 0.43000000000000005 0.25
0.69 0.42860691000000006 0.25
0.6992615999999999 0.42000000000000004 0.25
0.7 0.41930624000000005 0.25
0.70816535 0.41000000000000003 0.25
0.71 0.40787993999999994 0.25
0.71574317 0.4 0.25
0.72 0.39406109 0.25
0.72249276 0.39 0.25
0.72850616 0.38 0.25
0.73 0.37746102000000004 0.25
0.7338032699999999 0.37 0.25
0.7387807700000001 0.36 0.25
0.74 0.3574872 0.25
0.74317959 0.35 0.25
0.74731039 0.33999999999999997 0.25
0.75 0.33330017 0.25
0.75116994 0.32999999999999996 0.25
0.7546072100000001 0.31999999999999995 0.25
0.75793588 0.31000000000000005 0.25
0.76 0.30359132 0.25
0.76102886 0.30000000000000004 0.25
0.76379575 0.29000000000000004 0.25
0.76646327 0.28 0.25
0.7690320199999999 0.27 0.25
0.77 0.26608416 0.25
0.7713462099999999 0.26 0.25
0.77347053 0.25 0.25
0.775506 0.24 0.25
0.7774532999999999 0.22999999999999998 0.25
0.77931309 0.21999999999999997 0.25
0.78 0.21612827 0.25
0.7809789 0.20999999999999996 0.25
0.7824984 0.19999999999999996 0.25
0.78393977 0.18999999999999995 0.25
0.7853036400000001 0.18000000000000005 0.25
0.78659057 0.17000000000000004 0.25
0.78780112 0.16000000000000003 0.25
0.78893579 0.15000000000000002 0.25
0.7899950699999999 0.14 0.25
0.79 0.13994994000000005 0.25
0.79088746 0.13 0.25
0.7917115699999999 0.12 0.25
0.79246827 0.10999999999999999 0.25
0.79315794 0.09999999999999998 0.25
0.79378092 0.08999999999999997 0.25
0.7943375 0.07999999999999996 0.25
0.79482797 0.06999999999999995 0.25
0.79525256 0.06000000000000005 0.25
0.79561148 0.050000000000000044 0.25
0.7959049 0.040000000000000036 0.25
0.79613297 0.030000000000000027 0.25
0.7962958 0.020000000000000018 0.25
0.79639347 0.010000000000000009 0.25
0.79642602 0.0 0.25
