x y z
0.41213045000000004 0.37 0.35
0.41289287 0.38 0.35
0.41370992 0.39 0.35
0.41458675 0.4 0.35
0.41552923999999997 0.41000000000000003 0.35
0.41654408 0.42000000000000004 0.35
0.42 0.42337572999999995 0.35
0.43 0.42801670999999997 0.35
0.43550848999999997 0.43000000000000005 0.35
0.44 0.43113886 0.35
0.45 0.43441118 0.35
0.46 0.43822242 0.35
0.46433787000000004 0.43999999999999995 0.35
0.47 0.44368304999999997 0.35
0.4796935 0.44999999999999996 0.35
0.48 0.45026065000000004 0.35
0.49 0.45862132 0.35
0.49169778999999997 0.45999999999999996 0.35
0.5 0.46820552000000004 0.35
0.50189429 0.47 0.35
0.51 0.47912 0.35
0.51082504 0.48 0.35
0.51872275 0.49 0.35
0.52 0.49195144 0.35
0.52563118 0.5 0.35
0.53 0.50775268 0.35
0.53136892 0.51 0.35
0.53573285 0.52 0.35
0.53812928 0.53 0.35
0.53781166 0.54 0.35
0.53345515 0.55 0.35
0.53 0.55320494 0.35
0.52262438 0.56 0.35
0.52 0.56106956 0.35
0.51 0.5651611599999999 0.35
0.5 0.56910623 0.35
0.49760216999999995 0.5700000000000001 0.35
0.49 0.57172183 0.35
0.48 0.5739238 0.35
0.47 0.57614574 0.35
0.46 0.57849379 0.35
0.45410502999999997 0.5800000000000001 0.35
0.45965604 0.5900000000000001 0.35
0.46 0.5905658199999999 0.35
0.46620004000000004 0.6 0.35
0.47 0.6050736800000001 0.35
0.47406440000000005 0.61 0.35
0.48 0.6163905 0.35
0.48378052 0.62 0.35
0.49 0.62532862 0.35
0.49634 0.63 0.35
0.5 0.63244094 0.35
0.51 0.63808683 0.35
0.51410412 0.64 0.35
0.51 0.64150638 0.35
0.5 0.64316527 0.35
0.49 0.64385887 0.35
0.48 0.64423125 0.35
0.47 0.6444594699999999 0.35
0.46 0.64461153 0.35
0.45 0.644719 0.35
0.44 0.64479843 0.35
0.43 0.64485929 0.35
0.42 0.6449074 0.35
0.41 0.6449465 0.35
0.4 0.64497913 0.35
0.39 0.64500709 0.35
0.38 0.6450186600000001 0.35
0.37 0.6447591100000001 0.35
0.36 0.6445354 0.35
0.35 0.6443548 0.35
0.34 0.6442255100000001 0.35
0.33 0.64415692 0.35
0.32 0.64415983 0.35
0.31 0.6442468299999999 0.35
0.3 0.64443268 0.35
0.29 0.64473485 0.35
0.28 0.64517427 0.35
0.27 0.6453749200000001 0.35
0.26 0.6454947099999999 0.35
0.25 0.64573265 0.35
0.24 0.6464738400000001 0.35
0.23 0.6448654899999999 0.35
