x y z
0.8 1.0 0.8
0.8 0.99 0.7891744
0.8 0.98 0.7784576000000001
0.8 0.97 0.7678496000000001
0.8 0.96 0.7573504000000001
0.8 0.9500000000000001 0.7469600000000001
0.8 0.9400000000000001 0.7366784000000002
0.8 0.93 0.7265056000000001
0.8 0.92 0.7164416000000001
0.8 0.91 0.7064864000000001
0.8 0.9 0.6966400000000001
0.8 0.89 0.6869024
0.8 0.88 0.6772736000000001
0.8 0.87 0.6677536000000001
0.8 0.86 0.6583424000000001
0.8 0.85 0.6490400000000001
0.8 0.84 0.6398464
0.8 0.8300000000000001 0.6307616000000001
0.8 0.8200000000000001 0.6217856000000002
0.8 0.81 0.6129184000000002
0.8 0.8 0.6041600000000001
0.8 0.79 0.5955104000000002
0.8 0.78 0.5869696000000001
0.8 0.77 0.5785376000000001
0.8 0.76 0.5702144000000001
0.8 0.75 0.562
0.8 0.74 0.5538944000000001
0.8 0.73 0.5458976000000001
0.8 0.72 0.5380096000000001
0.8 0.71 0.5302304000000001
0.8 0.7000000000000001 0.5225600000000002
0.8 0.6900000000000001 0.5149984000000002
0.8 0.68 0.5075456000000002
0.8 0.67 0.5002016000000002
0.8 0.66 0.4929664000000002
0.8 0.65 0.48584000000000016
0.8 0.64 0.4788224000000002
0.8 0.63 0.47191360000000016
0.8 0.62 0.4651136000000001
0.8 0.61 0.4584224000000001
0.8 0.6 0.45184000000000013
0.8 0.59 0.44536640000000016
0.8 0.58 0.4390016000000001
0.8 0.5700000000000001 0.43274560000000023
0.8 0.56 0.42659840000000016
0.8 0.55 0.4205600000000002
0.8 0.54 0.4146304000000002
0.8 0.53 0.4088096000000002
0.8 0.52 0.4030976000000002
0.8 0.51 0.3974944000000002
0.8 0.5 0.3920000000000002
0.8 0.5 0.3920000000000002
0.81 0.5 0.4083209999999996
0.8200000000000001 0.5 0.42590799999999945
0.8300000000000001 0.5 0.4447970000000008
0.84 0.5 0.4650240000000002
0.85 0.5 0.4866250000000003
0.86 0.5 0.5096360000000009
0.87 0.5 0.5340929999999992
0.88 0.5 0.560032
0.89 0.5 0.5874889999999999
0.9 0.5 0.6165000000000005
0.91 0.5 0.6471009999999996
0.92 0.5 0.6793279999999994
0.93 0.5 0.7132169999999998
0.9400000000000001 0.5 0.7488039999999996
0.9500000000000001 0.5 0.7861250000000014
0.96 0.5 0.8252159999999997
0.97 0.5 0.8661129999999997
0.98 0.5 0.9088520000000001
0.99 0.5 0.9534689999999999
1.0 0.5 1.0
