problem planner-seedless gf path-length-num path-length-numinf path-length-numfin path-length-finmean path-length-stderrfinmean num-checks-num num-checks-numinf num-checks-numfin num-checks-finmean num-checks-stderrfinmean python-totaltime-num python-totaltime-numinf python-totaltime-numfin python-totaltime-finmean python-totaltime-stderrfinmean planner-dur-total-num planner-dur-total-numinf planner-dur-total-numfin planner-dur-total-finmean planner-dur-total-stderrfinmean planner-dur-roadmapgen-num planner-dur-roadmapgen-numinf planner-dur-roadmapgen-numfin planner-dur-roadmapgen-finmean planner-dur-roadmapgen-stderrfinmean planner-dur-search-num planner-dur-search-numinf planner-dur-search-numfin planner-dur-search-finmean planner-dur-search-stderrfinmean planner-dur-eval-num planner-dur-eval-numinf planner-dur-eval-numfin planner-dur-eval-finmean planner-dur-eval-stderrfinmean
workcellij wincbi-lambda0.99-even-gf0.01-hi0.00 0.01 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 2.6010111236576 0.32889110885723727 50 0 50 2.59609803344 0.3288752356333386 50 0 50 0.50472693678 0.038274722075054536 50 0 50 1.1391096661 0.24093673157059642 50 0 50 0.6753583297000002 0.03292634814032086
workcellij wincbi-lambda0.99-even-gf0.10-hi0.00 0.10 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 2.5603771066661203 0.3160233649760404 50 0 50 2.5554505863000005 0.316018876177877 50 0 50 0.4987348822399998 0.03595064798817422 50 0 50 1.10263983802 0.2304212164572918 50 0 50 0.6791724283200001 0.033098380898153645
workcellij wincbi-lambda0.99-even-gf0.20-hi0.00 0.20 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 2.3077985620501393 0.25930807670152856 50 0 50 2.3029106684199996 0.2593068132983735 50 0 50 0.49076257131999995 0.03462764398119396 50 0 50 0.8824885745800002 0.17768758426560752 50 0 50 0.6623460559600001 0.030781366602777856
workcellij wincbi-lambda0.99-even-gf0.30-hi0.00 0.30 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 2.091656832694481 0.21913756040758192 50 0 50 2.0867886958999997 0.2191181401421039 50 0 50 0.4887437518 0.03606119443857239 50 0 50 0.6755833254199998 0.1323472565527586 50 0 50 0.66236914218 0.032242356000658744
workcellij wincbi-lambda0.99-even-gf0.40-hi0.00 0.40 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.87843506813056 0.16699251089399397 50 0 50 1.8735117743999996 0.16698757117159244 50 0 50 0.49817355175999994 0.03758615315348809 50 0 50 0.4669049675400001 0.08263053512040802 50 0 50 0.6610228558 0.030678184068428642
workcellij wincbi-lambda0.99-even-gf0.50-hi0.00 0.50 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.6418275165555603 0.1204643304954533 50 0 50 1.6368874099400006 0.12046666233244492 50 0 50 0.4816452192399999 0.032935010801714744 50 0 50 0.28701553762 0.04735553608533856 50 0 50 0.6484182832400001 0.029227448086341028
workcellij wincbi-lambda0.99-even-gf0.60-hi0.00 0.60 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.5622468900682198 0.09497298674025509 50 0 50 1.5571925219599998 0.09498887603675567 50 0 50 0.48497608064000014 0.03145665787160287 50 0 50 0.20563209582000005 0.02474698837822145 50 0 50 0.6557523021000001 0.029721432783316792
workcellij wincbi-lambda0.99-even-gf0.70-hi0.00 0.70 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.59045005321524 0.1022049120450167 50 0 50 1.58564880548 0.10220276215975523 50 0 50 0.49421313158 0.03715707498437486 50 0 50 0.21298564484000004 0.024662395773406353 50 0 50 0.6645798208600003 0.031526557251675844
workcellij wincbi-lambda0.99-even-gf0.80-hi0.00 0.80 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.5746979284282998 0.09967560326632598 50 0 50 1.5697809472200002 0.09964665676503495 50 0 50 0.49860996231999993 0.037169735663514156 50 0 50 0.20828050798000003 0.023013032971333433 50 0 50 0.6670994923600001 0.03274179969503774
workcellij wincbi-lambda0.99-even-gf0.90-hi0.00 0.90 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.5323379755015205 0.09109399624824156 50 0 50 1.52746119716 0.09109274532806548 50 0 50 0.48767622724 0.03533735804250953 50 0 50 0.20142271008 0.020416737961365842 50 0 50 0.6508804263200001 0.029885393918315996
workcellij wincbi-lambda0.99-even-gf0.99-hi0.00 0.99 50 0 50 8.123728086939998 0.18172215561294677 50 0 50 1432.5 61.3219157148468 50 0 50 1.5416398382180798 0.09244734719392812 50 0 50 1.5367901115400002 0.0924408071602756 50 0 50 0.49242422562 0.03554835157501569 50 0 50 0.20754737779999993 0.021803281714267358 50 0 50 0.6471366329600001 0.028774244834589565
