problem planner-seedless gf path-length-num path-length-numinf path-length-numfin path-length-finmean path-length-stderrfinmean num-checks-num num-checks-numinf num-checks-numfin num-checks-finmean num-checks-stderrfinmean python-totaltime-num python-totaltime-numinf python-totaltime-numfin python-totaltime-finmean python-totaltime-stderrfinmean planner-dur-total-num planner-dur-total-numinf planner-dur-total-numfin planner-dur-total-finmean planner-dur-total-stderrfinmean planner-dur-roadmapgen-num planner-dur-roadmapgen-numinf planner-dur-roadmapgen-numfin planner-dur-roadmapgen-finmean planner-dur-roadmapgen-stderrfinmean planner-dur-search-num planner-dur-search-numinf planner-dur-search-numfin planner-dur-search-finmean planner-dur-search-stderrfinmean planner-dur-eval-num planner-dur-eval-numinf planner-dur-eval-numfin planner-dur-eval-finmean planner-dur-eval-stderrfinmean
herbbookshelf1nom wincbi-even-gf0.01-hi1.00 0.01 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.7368019580843201 0.1208253322415477 50 0 50 1.7224242707400002 0.12082121695681097 50 0 50 0.2777769850799999 0.020413858005943888 50 0 50 0.18659429032000002 0.015860307302704425 50 0 50 1.0935457859 0.09844061942164761
herbbookshelf1nom wincbi-even-gf0.10-hi1.00 0.10 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.842382383346059 0.13852088001278237 50 0 50 1.8282925593199997 0.1385027455719131 50 0 50 0.27331447953999993 0.018057466025068476 50 0 50 0.27744067829999997 0.02742018440306636 50 0 50 1.10820377842 0.10370278173341219
herbbookshelf1nom wincbi-even-gf0.20-hi1.00 0.20 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9753467512135001 0.16437230778442788 50 0 50 1.9614745337800006 0.1643664105521178 50 0 50 0.27393868469999993 0.021166806683098883 50 0 50 0.36857646497999985 0.04239818299269603 50 0 50 1.1487519748599997 0.11493253061182855
herbbookshelf1nom wincbi-even-gf0.30-hi1.00 0.30 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.928374395370181 0.15090816212811545 50 0 50 1.9145068092 0.1508946734276792 50 0 50 0.2715993865400001 0.018312995225257464 50 0 50 0.3726676160200001 0.04802399003526144 50 0 50 1.10740589228 0.09746324969384602
herbbookshelf1nom wincbi-even-gf0.40-hi1.00 0.40 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9303451633454403 0.1566204287931855 50 0 50 1.9163846098000006 0.15661551673669882 50 0 50 0.27502089878 0.01752764661873275 50 0 50 0.38270510894000004 0.052988346043964726 50 0 50 1.0978966876200003 0.09885720946308484
herbbookshelf1nom wincbi-even-gf0.50-hi1.00 0.50 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9152784442899797 0.14716809438074063 50 0 50 1.9013017365200005 0.14717307511696479 50 0 50 0.2674559893999999 0.018350759660619907 50 0 50 0.3728130025799999 0.0463689439123835 50 0 50 1.10278325618 0.09716653685934845
herbbookshelf1nom wincbi-even-gf0.60-hi1.00 0.60 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9028785753245194 0.14835541194036528 50 0 50 1.8888646953600006 0.14829326030061343 50 0 50 0.27233841107999995 0.018338293153365385 50 0 50 0.37337631979999997 0.047061453632284096 50 0 50 1.0860320550199998 0.0967779073637462
herbbookshelf1nom wincbi-even-gf0.70-hi1.00 0.70 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.93826379299188 0.15226735574554373 50 0 50 1.92436048308 0.15225039026980194 50 0 50 0.27026998796 0.018134053210898168 50 0 50 0.38365156352 0.04878993023191937 50 0 50 1.1095742653199998 0.09826572773475781
herbbookshelf1nom wincbi-even-gf0.80-hi1.00 0.80 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9336949872968205 0.15389265470102073 50 0 50 1.9197911531600007 0.1538842540247064 50 0 50 0.27631772099999996 0.02169963047780769 50 0 50 0.38759367212000007 0.05040088091868715 50 0 50 1.09504132048 0.0984498366333178
herbbookshelf1nom wincbi-even-gf0.90-hi1.00 0.90 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9494701433182804 0.15999548559422955 50 0 50 1.9353894475799998 0.15996002647425175 50 0 50 0.2772904233599999 0.02038039610196188 50 0 50 0.38680351416000003 0.05024557498595626 50 0 50 1.11107681498 0.10421583509744572
herbbookshelf1nom wincbi-even-gf0.99-hi1.00 0.99 50 0 50 6.6928233690642 0.20380356032506822 50 0 50 3015.24 278.50662771580977 50 0 50 1.9296334838869003 0.15171118795513264 50 0 50 1.9154526600799995 0.15172653488031804 50 0 50 0.28021803572000004 0.021125169592707778 50 0 50 0.38215624553999983 0.05082765538781435 50 0 50 1.0943311978000003 0.09741750516808614
