problem planner-seedless gf path-length-num path-length-numinf path-length-numfin path-length-finmean path-length-stderrfinmean num-checks-num num-checks-numinf num-checks-numfin num-checks-finmean num-checks-stderrfinmean python-totaltime-num python-totaltime-numinf python-totaltime-numfin python-totaltime-finmean python-totaltime-stderrfinmean planner-dur-total-num planner-dur-total-numinf planner-dur-total-numfin planner-dur-total-finmean planner-dur-total-stderrfinmean planner-dur-roadmapgen-num planner-dur-roadmapgen-numinf planner-dur-roadmapgen-numfin planner-dur-roadmapgen-finmean planner-dur-roadmapgen-stderrfinmean planner-dur-search-num planner-dur-search-numinf planner-dur-search-numfin planner-dur-search-finmean planner-dur-search-stderrfinmean planner-dur-eval-num planner-dur-eval-numinf planner-dur-eval-numfin planner-dur-eval-finmean planner-dur-eval-stderrfinmean
workcellef wincbi-alt-gf0.01-hi0.50 0.01 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.918061342242998 0.6633187090254812 50 0 50 5.913279679100001 0.6633093128654913 50 0 50 0.5870982617999999 0.04533023587788337 50 0 50 0.6832981557400001 0.1533626129316946 50 0 50 4.44323450316 0.4732034067836254
workcellef wincbi-alt-gf0.10-hi0.50 0.10 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.949366106984399 0.6481249552525754 50 0 50 5.944501676339999 0.6481217583181247 50 0 50 0.5885609920199998 0.04594526957314724 50 0 50 0.6316832695 0.1367598715232382 50 0 50 4.524147216099999 0.47432336633417604
workcellef wincbi-alt-gf0.20-hi0.50 0.20 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.7992162513748005 0.618888071515588 50 0 50 5.79437430894 0.6188795776813536 50 0 50 0.58585192784 0.04757794355454941 50 0 50 0.5151028291599999 0.10545390468946962 50 0 50 4.493910511640001 0.4716468491843484
workcellef wincbi-alt-gf0.30-hi0.50 0.30 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.668105044363 0.58744104328646 50 0 50 5.663306744939999 0.5874410847571291 50 0 50 0.5896630014799997 0.04658210914265967 50 0 50 0.40675163367999995 0.07563455829659761 50 0 50 4.469150865599999 0.4698589532679748
workcellef wincbi-alt-gf0.40-hi0.50 0.40 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.5399360847476 0.5649439214445219 50 0 50 5.535127350840002 0.5649443888959689 50 0 50 0.5842867685199999 0.046977315139707175 50 0 50 0.30739858744000004 0.05096199365250777 50 0 50 4.4437532651 0.47097163738236864
workcellef wincbi-alt-gf0.50-hi0.50 0.50 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.491654372215601 0.5486231293268753 50 0 50 5.48674251682 0.5486229032595841 50 0 50 0.5810210366199999 0.045598627351215996 50 0 50 0.2559566327 0.034194200758031895 50 0 50 4.4466330667600005 0.47096696211214123
workcellef wincbi-alt-gf0.60-hi0.50 0.60 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.574076023102402 0.5601498687729864 50 0 50 5.56930715046 0.5601399555882522 50 0 50 0.5807789046000001 0.04521071028020025 50 0 50 0.3044286043599999 0.040088800324983125 50 0 50 4.467058043379998 0.47549621077576
workcellef wincbi-alt-gf0.70-hi0.50 0.70 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.615010919570998 0.5854251871795159 50 0 50 5.610133173399999 0.5854286064309846 50 0 50 0.5917235030799999 0.05190310179395542 50 0 50 0.2973106798399999 0.04587925220134884 50 0 50 4.528260283060001 0.49208693328594416
workcellef wincbi-alt-gf0.80-hi0.50 0.80 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.5371359539024 0.5482754834166875 50 0 50 5.53223952544 0.548272316851324 50 0 50 0.6007421638 0.04941575949622848 50 0 50 0.27849703222 0.03954880559802816 50 0 50 4.472501737539999 0.46686345835383225
workcellef wincbi-alt-gf0.90-hi0.50 0.90 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.534923615455999 0.5493228231575392 50 0 50 5.53003598438 0.5493038449666179 50 0 50 0.5861569085 0.047895324399047826 50 0 50 0.27568584388000006 0.03931631454831475 50 0 50 4.48667042584 0.4702683576891224
workcellef wincbi-alt-gf0.99-hi0.50 0.99 50 0 50 6.4414372241701985 0.12017090867131625 50 0 50 9020.46 978.6785047612073 50 0 50 5.481905765532603 0.5480474747231397 50 0 50 5.47715578564 0.5480466781308216 50 0 50 0.5906171435400001 0.04855365757058181 50 0 50 0.27206470685999995 0.038101676030107196 50 0 50 4.43501818688 0.46798495367240606
