problem planner-seedless gf path-length-num path-length-numinf path-length-numfin path-length-finmean path-length-stderrfinmean num-checks-num num-checks-numinf num-checks-numfin num-checks-finmean num-checks-stderrfinmean python-totaltime-num python-totaltime-numinf python-totaltime-numfin python-totaltime-finmean python-totaltime-stderrfinmean planner-dur-total-num planner-dur-total-numinf planner-dur-total-numfin planner-dur-total-finmean planner-dur-total-stderrfinmean planner-dur-roadmapgen-num planner-dur-roadmapgen-numinf planner-dur-roadmapgen-numfin planner-dur-roadmapgen-finmean planner-dur-roadmapgen-stderrfinmean planner-dur-search-num planner-dur-search-numinf planner-dur-search-numfin planner-dur-search-finmean planner-dur-search-stderrfinmean planner-dur-eval-num planner-dur-eval-numinf planner-dur-eval-numfin planner-dur-eval-finmean planner-dur-eval-stderrfinmean
workcellij wincbi-bisect-gf0.01-hi1.00 0.01 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.197771344182998 0.44467029958119775 50 0 50 8.192955117080002 0.44465787954545694 50 0 50 0.5775201667800001 0.04258519269663569 50 0 50 0.33722043834000004 0.048702678849917524 50 0 50 7.061019565419997 0.36538550848501733
workcellij wincbi-bisect-gf0.10-hi1.00 0.10 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.487506375314798 0.48131085262953166 50 0 50 8.48272210528 0.4813062371461561 50 0 50 0.5941633550600002 0.04744007932144805 50 0 50 0.49174707395999995 0.06450714231377927 50 0 50 7.164179463240003 0.38426706518554093
workcellij wincbi-bisect-gf0.20-hi1.00 0.20 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.6936650753018 0.5135078446295634 50 0 50 8.688810336840003 0.5135108928517911 50 0 50 0.6152745391200001 0.05442022102715426 50 0 50 0.6560477369199996 0.07899385377997534 50 0 50 7.177234964879999 0.3927786778348239
workcellij wincbi-bisect-gf0.30-hi1.00 0.30 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.5917616796484 0.4536799305314093 50 0 50 8.586926336 0.4536751412625879 50 0 50 0.5927974302999999 0.04549127982383209 50 0 50 0.71463749002 0.06923642136510037 50 0 50 7.066272085140003 0.3616678414598357
workcellij wincbi-bisect-gf0.40-hi1.00 0.40 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.625173931118804 0.45245417134769633 50 0 50 8.62040933696 0.4524536346008184 50 0 50 0.5872827634 0.04495014347395203 50 0 50 0.7330844716599998 0.06776398613879343 50 0 50 7.10454137424 0.36461359728064846
workcellij wincbi-bisect-gf0.50-hi1.00 0.50 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.594743909836001 0.4576757201805315 50 0 50 8.5899587319 0.4576759778905651 50 0 50 0.5885209750399999 0.04593669758065447 50 0 50 0.7369766443799999 0.06844572730481209 50 0 50 7.074805888259999 0.3691255667448833
workcellij wincbi-bisect-gf0.60-hi1.00 0.60 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.625026998519003 0.47072111923967863 50 0 50 8.62020730424 0.47072129058382056 50 0 50 0.5919921011599998 0.048615703234348676 50 0 50 0.7590619765600002 0.07605753209549473 50 0 50 7.078636169499999 0.37235693880312026
workcellij wincbi-bisect-gf0.70-hi1.00 0.70 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.724397673606799 0.4895455560089196 50 0 50 8.719535183080001 0.48954544819780216 50 0 50 0.5984300527199999 0.048150746170012956 50 0 50 0.7832243883199999 0.08526088163512467 50 0 50 7.1461127293599995 0.38212753630327145
workcellij wincbi-bisect-gf0.80-hi1.00 0.80 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.723467998504804 0.4786210618023064 50 0 50 8.71863030098 0.478616759428534 50 0 50 0.5916717439 0.04685658167415113 50 0 50 0.770758096 0.07380262887251844 50 0 50 7.164956082160001 0.3816075722157984
workcellij wincbi-bisect-gf0.90-hi1.00 0.90 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.623071908950998 0.4636864477098573 50 0 50 8.61827904142 0.46368385354240277 50 0 50 0.5843720970800002 0.04839960473085281 50 0 50 0.7579222083799999 0.07359904801889697 50 0 50 7.086166769800002 0.3674233812593115
workcellij wincbi-bisect-gf0.99-hi1.00 0.99 50 0 50 7.191442242836404 0.11750069155582607 50 0 50 15487.42 801.2281649557555 50 0 50 8.5759890079488 0.45901968945019045 50 0 50 8.571134599400002 0.45901606751910234 50 0 50 0.58108622482 0.048091636249409334 50 0 50 0.7571544212399999 0.07194201674493397 50 0 50 7.04511844568 0.36564826435108
